"team","year","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
"49ers",1985,0,7e+05,7e+05,7e+05,7e+05,1
"49ers",1986,0,240000,240000,240000,240000,1
"49ers",1987,0.15359477124183,382500,382500,5e+05,265000,2
"49ers",1988,0.0757575757575757,825000,825000,950000,7e+05,2
"49ers",1989,0.0135135135135135,925000,925000,950000,9e+05,2
"49ers",1990,0.0769230769230769,1300000,1300000,1500000,1100000,2
"49ers",1991,0.142857142857143,1540000,1540000,1980000,1100000,2
"49ers",1992,0.0882352941176471,2125000,2125000,2500000,1750000,2
"49ers",1993,0.179012345679012,6075000,6075000,8250000,3900000,2
"49ers",1994,0.362563498946847,2017750,1942000,4025000,162000,4
"49ers",1995,0.147773279352227,3087500,3087500,4e+06,2175000,2
"49ers",1996,0.0558312655086849,5037500,5037500,5600000,4475000,2
"49ers",1997,0.138297872340426,2350000,2350000,3e+06,1700000,2
"49ers",1998,0.155172413793103,7250000,7250000,9500000,5e+06,2
"49ers",1999,0.155339805825243,5150000,5150000,6750000,3550000,2
"49ers",2000,0,3750000,3750000,3750000,3750000,1
"49ers",2004,0.162810873337189,432250,432250,573000,291500,2
"49ers",2005,0.557428687418837,1221093.16666667,567250,3500000,27059,6
"49ers",2006,0.613632746689496,2249666.66666667,585000,9350000,350000,9
"49ers",2007,0.547727003066356,2519053.78571429,1276250,9820000,360000,14
"49ers",2008,0.584359899765745,3625717.10526316,1e+06,12250000,370000,19
"49ers",2009,0.603776102908278,2634550.60869565,940000,12670000,88400,23
"49ers",2010,0.602733094291835,2940029.53125,1163500,16598000,94118,32
"49ers",2011,0.511497767962574,2587951.57142857,1404875,9387500,286765,42
"49ers",2012,0.556925452642036,2512008.17307692,1136281,9250000,45882,52
"49ers",2013,0.568469948883482,1930965.43661972,840844,8380000,0,71
"49ers",2014,0.610321436923257,1634587.37078652,629895,13073766,6300,89
"49ers",2015,0.64006279379408,1404957.07142857,570838,11925000,6600,84
"49ers",2016,0.668932705113976,1606868.57446809,627500,14300000,13800,94
"49ers",2017,0.703326080724285,1685760.88888889,588235,19080912,14400,99
"49ers",2018,0.721387152918069,2464937.69047619,681500,41950000,15200,84
"49ers",2019,0.701952581648614,2436659.94382022,663137,22916356,0,89
"49ers",2020,0.722758384910332,2260501.51851852,719765.5,25200000,8400,108
"Bears",2003,0.220097889262771,1634500,1634500,2354000,915000,2
"Bears",2004,0.0506445672191528,339375,339375,373750,305000,2
"Bears",2005,0.516355140186916,1457875,568250,4315000,380000,4
"Bears",2006,0.290604513169678,812683.333333333,642425,1775000,350000,6
"Bears",2007,0.675539459164616,2314641.45454545,766250,12098000,100588,11
"Bears",2008,0.514282040677666,2735833.61538462,1921000,8805000,370000,13
"Bears",2009,0.600923093638078,3376889.4375,820616,17134999,385000,16
"Bears",2010,0.643172067095675,2517228,1049650,20200000,320000,24
"Bears",2011,0.60222359478348,2004709.59459459,6e+05,11700000,0,37
"Bears",2012,0.580810499833908,1946920.95555556,835200,9800000,0,45
"Bears",2013,0.623661217309012,2331588.95081967,765609,13200000,36000,61
"Bears",2014,0.709690050440109,1652692.7,554717.5,22500000,12600,80
"Bears",2015,0.687723035988011,1416680.86363636,510000,15500000,13200,88
"Bears",2016,0.690771313100399,1736159.49450549,6e+05,1.6e+07,6900,91
"Bears",2017,0.683145301322382,1973244.58888889,665774,19719500,7200,90
"Bears",2018,0.687367505173912,2801152.7012987,733660,4.1e+07,38000,77
"Bears",2019,0.663573246273035,2001553.2962963,645000,15500000,16000,81
"Bears",2020,0.682171704250278,2247850.96703297,750000,18500000,8400,91
"Bengals",2001,0,10500000,10500000,10500000,10500000,2
"Bengals",2002,0,2430000,2430000,2430000,2430000,2
"Bengals",2003,0.473071324599709,4580000,1330000,11080000,1330000,3
"Bengals",2004,0.304703979749684,1777750,1580000,3420000,531000,4
"Bengals",2005,0.609013867488444,5678750,1830000,18750000,305000,4
"Bengals",2006,0.571471732987364,2557590.90909091,915750,15750000,425000,11
"Bengals",2007,0.623307357674754,3487980.28571429,397500,14250000,79900,14
"Bengals",2008,0.57510509390946,2339140.73333333,927000,7750000,152941,15
"Bengals",2009,0.571434725695539,1621348.95,651250,9500000,88400,20
"Bengals",2010,0.575646507275691,1765525.85185185,995000,10500000,75294,27
"Bengals",2011,0.650661852829447,2567343.39393939,6e+05,14037500,0,33
"Bengals",2012,0.519523935008603,1657308.10869565,715125,6700000,91765,46
"Bengals",2013,0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
"Bengals",2014,0.615375697736566,1625021.07594937,643788,18086027,18900,79
"Bengals",2015,0.632658413380998,2087732.21917808,882576,26750000,0,73
"Bengals",2016,0.618991025976456,2054715.16,675000,10700000,26471,75
"Bengals",2017,0.673927181055319,1984732.80246914,638000,14968750,7200,81
"Bengals",2018,0.711592305505476,2210254.15662651,630000,25500000,15200,83
"Bengals",2019,0.660870015633993,2533120.64473684,720000,16200000,16000,76
"Bengals",2020,0.695544295078113,2615991.50588235,750000,24490100,8400,85
"Bills",1998,0,8850000,8850000,8850000,8850000,1
"Bills",1999,0,1750000,1750000,1750000,1750000,1
"Bills",2000,0,4250000,4250000,4250000,4250000,1
"Bills",2001,0,4e+06,4e+06,4e+06,4e+06,1
"Bills",2002,0.0249343832020997,4762500,4762500,5e+06,4525000,2
"Bills",2003,0.47962154294032,2442666.66666667,1600000,5500000,228000,3
"Bills",2004,0.699579870634727,2014485.33333333,260221,8750000,108235,6
"Bills",2005,0.540871613663133,849000,305000,3100000,230000,5
"Bills",2006,0.503961294969348,2103092.25,1859000,5231250,20588,8
"Bills",2007,0.499435976834551,3072645.44444444,1868000,8703750,285000,9
"Bills",2008,0.468973031157307,2295048.18181818,1467000,6688750,349030,11
"Bills",2009,0.435807972031862,1901896,1870000,6241250,178235,14
"Bills",2010,0.501412246535159,1461564.61904762,790000,5100000,110588,21
"Bills",2011,0.659856791740349,2284825.45454545,790908,13716672,22059,33
"Bills",2012,0.676130303591388,2299879.11363636,627500,2.5e+07,45882,44
"Bills",2013,0.629306105535102,1824800.35483871,620572.5,15400000,23824,62
"Bills",2014,0.625523714473296,1828827.04054054,635608.5,13400000,18900,74
"Bills",2015,0.730597144761861,2031201.84705882,585000,27823529,6600,85
"Bills",2016,0.674022717272534,1890891.98888889,682958,1.9e+07,0,90
"Bills",2017,0.655254549848197,1854533.73563218,726516,14500000,7200,87
"Bills",2018,0.659119511919352,1790773.2125,679691,17100000,22800,80
"Bills",2019,0.630039011603587,2552319.13924051,1e+06,19450000,64000,79
"Bills",2020,0.645595758664875,2713340.62790698,843124.5,18750000,0,86
"Broncos",1983,0,1600000,1600000,1600000,1600000,1
"Broncos",1984,0,7e+05,7e+05,7e+05,7e+05,1
"Broncos",1985,0,8e+05,8e+05,8e+05,8e+05,1
"Broncos",1986,0,9e+05,9e+05,9e+05,9e+05,1
"Broncos",1987,0,4e+06,4e+06,4e+06,4e+06,1
"Broncos",1988,0,1400000,1400000,1400000,1400000,1
"Broncos",1989,0.09375,1200000,1200000,1425000,975000,2
"Broncos",1990,0.458234310360004,631166.666666667,295000,1450000,148500,3
"Broncos",1991,0.476430976430976,660000,345000,1525000,110000,3
"Broncos",1992,0.31866464339909,1098333.33333333,1070000,1900000,325000,3
"Broncos",1993,0.516307352128248,4020000,1200000,10100000,760000,3
"Broncos",1994,0.451981042829849,1347775,1167500,3e+06,56100,4
"Broncos",1995,0.546074043938161,1638666.66666667,905000,4740000,125000,6
"Broncos",1996,0.553729786124152,2130000,1330000,8020000,2e+05,6
"Broncos",1997,0.285788737949755,1491162.85714286,1600000,2825000,4e+05,7
"Broncos",1998,0.473959463716876,3643750,2500000,11500000,616250,7
"Broncos",1999,0.416146686000281,2137900,1e+06,5150000,639500,5
"Broncos",2000,0.210248753492959,1140687.5,1031375,1800000,7e+05,4
"Broncos",2001,0.362732095490716,4712500,2900000,11050000,2e+06,4
"Broncos",2002,0.479666912617266,3794800,1550000,11659000,1100000,5
"Broncos",2003,0.487397878376993,2925433.33333333,2127500,7534800,3e+05,6
"Broncos",2004,0.408787096396212,3380979.85714286,3260000,7509150,27059,7
"Broncos",2005,0.46381296045141,3291308.2,3030000,7628475,79900,10
"Broncos",2006,0.566333167171028,2820369.23076923,1550000,12006100,275000,13
"Broncos",2007,0.590823889703297,3778303.75,1088785,11247500,360000,12
"Broncos",2008,0.554097577311735,1986718.66666667,976375,8003050,315000,12
"Broncos",2009,0.505054043919164,3297988.84615385,1845000,9001525,325000,13
"Broncos",2010,0.584265307921298,2650877.60869565,1118500,1.3e+07,152565,23
"Broncos",2011,0.633004063699019,2672493.96666667,940000,14148000,96900,30
"Broncos",2012,0.62762912126446,2129350.80434783,713300,1.8e+07,91765,46
"Broncos",2013,0.635576229912459,2024289.69230769,771000,2.5e+07,36000,65
"Broncos",2014,0.691319576067967,1813055.41333333,570000,1.5e+07,12600,75
"Broncos",2015,0.673092862079873,2093887.13513514,688235.5,2.2e+07,0,74
"Broncos",2016,0.731308520712263,2163576.18518519,550356,25500000,0,81
"Broncos",2017,0.691453517663339,1916189.39325843,615000,16500000,0,89
"Broncos",2018,0.716995587984556,2087656.70652174,630000,1.9e+07,10000,92
"Broncos",2019,0.707506120204219,2156195.04395604,615588,18500000,0,91
"Broncos",2020,0.703336265485936,2386588.14893617,742500,2e+07,0,94
"Browns",1999,0.482990506329114,6320000,6320000,12425000,215000,2
"Browns",2000,0.619347715426695,3874416.66666667,275000,11073250,275000,3
"Browns",2001,0.537485795018274,3617666.66666667,1325000,9139000,389000,3
"Browns",2002,0.28062970568104,2435000,1580000,4400000,1325000,3
"Browns",2003,0.330708661417323,3810000,4700000,6200000,530000,3
"Browns",2004,0.414561170212766,3760000,3740000,6950000,610000,4
"Browns",2005,0.599601102111234,1607460.25,851470.5,4717500,9400,4
"Browns",2006,NA,NA,NA,NA,NA,6
"Browns",2007,0.493432570797965,3074464.28571429,2150000,8e+06,435000,7
"Browns",2008,0.574495053611487,3304620.625,1038500,10800000,387465,8
"Browns",2009,0.480960896518836,1965937.5,1071250,6500000,385000,8
"Browns",2010,0.48317858961406,3898563.63636364,2395000,12392200,395000,11
"Browns",2011,0.628188642377076,2582467.70833333,1026200,19100000,0,24
"Browns",2012,0.661064701537238,2021497.93617021,565000,13731672,0,47
"Browns",2013,0.676796048394682,1676878.46376812,555000,1.3e+07,32647,69
"Browns",2014,0.713791249351257,1783461.13580247,570000,20878193,0,81
"Browns",2015,0.642443920380867,1776761.03370787,585000,10400000,0,89
"Browns",2016,0.624398483641436,1208531.26086957,543500,10200000,0,92
"Browns",2017,0.747233321931605,2030423.66666667,540000,20723004,7200,84
"Browns",2018,0.718904707681929,2582567.81176471,630000,22329440,15200,85
"Browns",2019,0.681450499387873,2283753.65853659,645000,16750000,8000,82
"Browns",2020,0.716837939832287,2321260.35483871,675000,21862125,0,93
"Buccaneers",1985,0,1342000,1342000,1342000,1342000,1
"Buccaneers",1986,0,350000,350000,350000,350000,1
"Buccaneers",1993,0,323000,323000,323000,323000,1
"Buccaneers",1994,0,203750,203750,203750,203750,1
"Buccaneers",1995,0.415433044070104,1469250,1469250,2690000,248500,2
"Buccaneers",1996,0.0790645879732739,561250,561250,650000,472500,2
"Buccaneers",1997,0.278210116731518,1285000,1285000,2e+06,570000,2
"Buccaneers",1998,0.383333333333333,6e+06,6e+06,10600000,1400000,2
"Buccaneers",1999,0.235835172921266,3057750,3057750,4500000,1615500,2
"Buccaneers",2000,0.108,6250000,6250000,7600000,4900000,2
"Buccaneers",2001,0.217948717948718,2925000,2925000,4200000,1650000,2
"Buccaneers",2002,0.397394136807818,2558333.33333333,1750000,5250000,675000,3
"Buccaneers",2003,0,6600000,6600000,6600000,6600000,1
"Buccaneers",2005,0.0986842105263158,380000,380000,455000,305000,2
"Buccaneers",2006,0.272628135223555,1528333.33333333,1860000,2300000,425000,3
"Buccaneers",2007,0.377785772931734,923823.5,805000,1875000,210294,4
"Buccaneers",2008,0.51436283221724,1333764.28571429,1009000,4895000,77350,7
"Buccaneers",2009,0.485083051566513,1608008.11111111,1181250,5620000,218823,9
"Buccaneers",2010,0.688288771244781,2801367.31578947,395000,18087500,56471,19
"Buccaneers",2011,0.642417591004115,2080847.93103448,525000,11148750,0,29
"Buccaneers",2012,0.720055889806387,2673412.08695652,540000,25160000,54706,46
"Buccaneers",2013,0.629842295287338,1353488.96153846,630000,1.6e+07,12000,78
"Buccaneers",2014,0.712504287491898,1639543.27848101,532000,20300000,12600,79
"Buccaneers",2015,0.677479308867078,1456591.68292683,585000,17132292,6600,82
"Buccaneers",2016,0.665944288725703,1798802.02352941,6e+05,12500000,6900,85
"Buccaneers",2017,0.667218111089086,1687932.65909091,652500,13250000,7200,88
"Buccaneers",2018,0.668985215773636,2302052.08045977,630000,18258000,15200,87
"Buccaneers",2019,0.723299725917224,2383073.3372093,645000,20922000,8000,86
"Buccaneers",2020,0.724359674342113,2605014.61363636,750000,27875000,0,88
"Cardinals",1997,0,941667,941667,941667,941667,1
"Cardinals",1998,0,15302083,15302083,15302083,15302083,1
"Cardinals",1999,0,2024350,2024350,2024350,2024350,1
"Cardinals",2000,0,3030000,3030000,3030000,3030000,1
"Cardinals",2001,0,4037500,4037500,4037500,4037500,1
"Cardinals",2002,0.390155922736793,3222750,3222750,5737500,708000,2
"Cardinals",2003,0.392411143131604,2602500,2555000,5e+06,3e+05,4
"Cardinals",2004,0.646854650542414,2227908.44444444,8e+05,11250000,40588,9
"Cardinals",2005,0.566486521615529,2051124.9,896139.5,6500000,233235,10
"Cardinals",2006,0.485971966911765,4352000,3621250,11110000,425000,10
"Cardinals",2007,0.419849832773182,2349057.69230769,2210000,7e+06,297500,13
"Cardinals",2008,0.540783510412419,4841892.85714286,2258500,17100000,370000,14
"Cardinals",2009,0.580849083563392,4238033.33333333,2750000,1.9e+07,385000,15
"Cardinals",2010,0.405725591602177,1949878.94736842,1660000,6150000,369000,19
"Cardinals",2011,0.668835299099275,3743020,849428,2e+07,74100,27
"Cardinals",2012,0.666214865552892,2210937.58695652,615000,20250000,0,46
"Cardinals",2013,0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
"Cardinals",2014,0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
"Cardinals",2015,0.655665362229152,1704587.68604651,588750,11719114,0,86
"Cardinals",2016,0.711663454136957,1761238.45555556,6e+05,18500000,0,90
"Cardinals",2017,0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
"Cardinals",2018,0.73151254906468,1647946.50561798,489706,13882500,7600,89
"Cardinals",2019,0.704999284600278,2121576.85185185,645000,24084924,0,81
"Cardinals",2020,0.69725131407602,2672410.21176471,750000,2.9e+07,16800,85
"Chargers",201,0,566176,566176,566176,566176,1
"Chargers",1990,0,2175000,2175000,2175000,2175000,1
"Chargers",1991,0,425000,425000,425000,425000,1
"Chargers",1992,0,525000,525000,525000,525000,1
"Chargers",1993,0,650000,650000,650000,650000,1
"Chargers",1994,0,4025000,4025000,4025000,4025000,1
"Chargers",1995,0,2825000,2825000,2825000,2825000,1
"Chargers",1996,0,5250000,5250000,5250000,5250000,1
"Chargers",1997,0,2400000,2400000,2400000,2400000,1
"Chargers",1998,0,4200000,4200000,4200000,4200000,1
"Chargers",1999,0,6e+06,6e+06,6e+06,6e+06,1
"Chargers",2000,0,3840000,3840000,3840000,3840000,1
"Chargers",2001,0.205766570911799,5221666.66666667,6500000,7e+06,2165000,3
"Chargers",2002,0.480874316939891,3050000,1750000,7e+06,4e+05,3
"Chargers",2003,0.313936781609195,1237333.33333333,1500000,1980000,232000,3
"Chargers",2004,0.632894013107979,4694019.66666667,1425000,1.6e+07,54118,6
"Chargers",2005,0.473572603289244,3623970.625,3302500,8078000,71765,8
"Chargers",2006,0.490046616510518,1757670.09090909,983000,4250000,79900,11
"Chargers",2007,0.56542690367694,2417192.30769231,683500,10375000,285000,13
"Chargers",2008,0.553832902670111,1658571.42857143,626250,6100000,215000,14
"Chargers",2009,0.630332562386404,3627843.75,1365000,25550000,385000,16
"Chargers",2010,0.560191511612713,3257469.94117647,1664000,12600000,280824,17
"Chargers",2011,0.616616230855155,3199717.03846154,1134180,1.4e+07,0,26
"Chargers",2012,0.58780178309017,2298733.42857143,840900,10400000,45882,35
"Chargers",2013,0.566220215687661,1689267.27692308,730000,1.2e+07,47647,65
"Chargers",2014,0.635229130255372,1447380.43902439,645000,13800000,12600,82
"Chargers",2015,0.735950432160008,1863272.3372093,585000,37500000,6600,86
"Chargers",2016,0.690726458148403,1877167.05376344,579680,17467216,20700,93
"Chargers",2017,0.696746788359667,1807181.88505747,615000,22750000,7200,87
"Chargers",2018,0.676709959258604,1874402.77906977,630000,1.5e+07,7600,86
"Chargers",2019,0.674723420693439,1928206.82758621,645000,1.7e+07,24000,87
"Chargers",2020,0.725347013098427,2819258.04651163,732118,4.3e+07,16800,86
"Chiefs",1997,0,3610000,3610000,3610000,3610000,1
"Chiefs",1998,0,575000,575000,575000,575000,1
"Chiefs",1999,0,702500,702500,702500,702500,1
"Chiefs",2000,0,830000,830000,830000,830000,1
"Chiefs",2001,0,945000,945000,945000,945000,1
"Chiefs",2002,0,6750000,6750000,6750000,6750000,1
"Chiefs",2003,0,4950000,4950000,4950000,4950000,1
"Chiefs",2004,0.324034334763948,1456250,1456250,2400000,512500,2
"Chiefs",2005,0.366814814814815,1875000,1920000,3400000,305000,3
"Chiefs",2006,0.350161992612311,3365208.33333333,3630625,6170000,425000,6
"Chiefs",2007,0.476575384081243,3600312.5,3175000,1.1e+07,367500,8
"Chiefs",2008,0.605955488052471,1619766.86666667,650000,6753250,46800,15
"Chiefs",2009,0.653125953516921,3034162.2,870000,1.6e+07,335250,15
"Chiefs",2010,0.579107302216734,4138485.26315789,1860000,13575000,395000,19
"Chiefs",2011,0.579978000635734,3846215.58064516,1835000,18975000,91200,31
"Chiefs",2012,0.612630282351834,2170329.45,540000,10838235,0,40
"Chiefs",2013,0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
"Chiefs",2014,0.673891934036288,1726727.94117647,570000,1.9e+07,6300,85
"Chiefs",2015,0.678106097826058,1822696.29268293,569038,21500000,0,82
"Chiefs",2016,0.688902595899519,2003410.64285714,6e+05,1.5e+07,0,84
"Chiefs",2017,0.697390716125705,1934379.80434783,690000,20900000,0,92
"Chiefs",2018,0.666330373088218,2224659.55813953,646691,21800000,0,86
"Chiefs",2019,0.645064176238918,2254728.23170732,843919,2e+07,0,82
"Chiefs",2020,0.703003584278187,2200582.76744186,750000,24500000,0,86
"Colts",1994,0,6086000,6086000,6086000,6086000,1
"Colts",1995,0,1232500,1232500,1232500,1232500,1
"Colts",1996,0.129230383554776,1994500,1994500,2510000,1479000,2
"Colts",1997,0.23021582733813,1181500,1181500,1725500,637500,2
"Colts",1998,0.505443915015077,4827000,1972000,11744000,765000,3
"Colts",1999,0.115715823466093,1161250,1161250,1430000,892500,2
"Colts",2000,0.0189950447709293,11503000,11503000,11940000,11066000,2
"Colts",2001,0.335540838852097,2617333.33333333,2900000,4452000,5e+05,3
"Colts",2002,0.323844378740896,3466750,3472000,6298000,625000,4
"Colts",2003,0.50752688172043,4050150,3325000,11324000,351750,5
"Colts",2004,0.663762628676257,9573153,1375000,35035000,305000,5
"Colts",2005,0.538058698784258,3431833.33333333,1232500,9081000,380000,6
"Colts",2006,0.460525790613755,6279033.33333333,5150000,15100000,344000,9
"Colts",2007,0.544935213315676,4754444.44444444,3380000,15750000,360000,9
"Colts",2008,0.623063089117666,3755230.38461538,939000,15750000,138823,13
"Colts",2009,0.603376333405495,2617566.66666667,988500,1.4e+07,385000,15
"Colts",2010,0.652328149980914,2807401.63636364,1067500,15800000,83200,22
"Colts",2011,0.696530827674152,2312525.43243243,525000,26400000,0,37
"Colts",2012,0.681908353722823,1836043.57407407,540000,1.7e+07,11400,54
"Colts",2013,0.614731436348196,1804939.64556962,630000,15500000,23824,79
"Colts",2014,0.589117098620509,1484243.1686747,575000,1e+07,0,83
"Colts",2015,0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
"Colts",2016,0.714328406040512,2048072.73563218,6e+05,4.4e+07,13800,87
"Colts",2017,0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
"Colts",2018,0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
"Colts",2019,0.669717789207471,2260662.2962963,678457,14900000,16000,81
"Colts",2020,0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
"Cowboys",1989,0,3537000,3537000,3537000,3537000,1
"Cowboys",1990,0.0708154506437768,1165000,1165000,1330000,1e+06,2
"Cowboys",1991,0.266871165644172,815000,815000,1250000,380000,2
"Cowboys",1992,0.263358778625954,982500,982500,1500000,465000,2
"Cowboys",1993,0.105633802816901,8875000,8875000,10750000,7e+06,2
"Cowboys",1994,0.0569620253164557,1975000,1975000,2200000,1750000,2
"Cowboys",1995,0.358883079319168,5992666.66666667,3500000,12078000,2400000,3
"Cowboys",1996,0.46520746175145,5497666.66666667,4e+06,12001000,492000,3
"Cowboys",1997,0.475864038846044,1945000,1e+06,4500000,335000,3
"Cowboys",1998,0.226673879442546,4292999.66666667,5500000,5878999,1500000,3
"Cowboys",1999,0.30188679245283,8833333.33333333,6500000,1.6e+07,4e+06,3
"Cowboys",2000,0.173913043478261,3450000,3450000,4650000,2250000,2
"Cowboys",2001,0,5850000,5850000,5850000,5850000,1
"Cowboys",2002,0,6e+06,6e+06,6e+06,6e+06,1
"Cowboys",2003,0.562571493937314,2914000,895000,7612000,235000,3
"Cowboys",2004,0.584405615130388,2471805.66666667,305000,6805417,305000,3
"Cowboys",2005,0.446081703898231,1543309.57142857,7e+05,4e+06,380000,7
"Cowboys",2006,0.600227388565234,2040200.84615385,887500,7510000,102941,13
"Cowboys",2007,0.720567390176474,2170515,435000,17500000,67058,15
"Cowboys",2008,0.666110384269242,2264786.94444444,622500,12880000,88400,18
"Cowboys",2009,0.722593047424066,3021333.41666667,722500,26005001,385000,12
"Cowboys",2010,0.643769133096797,3059489.94736842,1176000,17078000,107768,19
"Cowboys",2011,0.651020677683261,2779088.58064516,828600,14032000,0,31
"Cowboys",2012,0.62666100689631,2348520.4047619,886112,11200000,0,42
"Cowboys",2013,0.677908109351081,2064243.12698413,645313,26500000,56471,63
"Cowboys",2014,0.656701979001834,1345739.025,570000,13500000,0,80
"Cowboys",2015,0.706892862539995,1808069.11494253,625000,2.3e+07,6600,87
"Cowboys",2016,0.621497816408949,1860209.75294118,750000,16800064,0,85
"Cowboys",2017,0.668472760629509,1755070.22891566,624620,14221000,0,83
"Cowboys",2018,0.655786387264321,1929361.62962963,705000,2.2e+07,22800,81
"Cowboys",2019,0.68990140824206,2289542.29761905,697500,31100000,16000,84
"Cowboys",2020,0.73010598749989,2546110.19354839,716736,31409000,0,93
"Dolphins",1983,0,150000,150000,150000,150000,1
"Dolphins",1984,0,250000,250000,250000,250000,1
"Dolphins",1985,0,350000,350000,350000,350000,1
"Dolphins",1986,0,3350000,3350000,3350000,3350000,1
"Dolphins",1987,0,5e+05,5e+05,5e+05,5e+05,1
"Dolphins",1988,0,1450000,1450000,1450000,1450000,1
"Dolphins",1989,0,1450000,1450000,1450000,1450000,1
"Dolphins",1990,0,1500000,1500000,1500000,1500000,1
"Dolphins",1991,0,4600000,4600000,4600000,4600000,1
"Dolphins",1992,0,3e+06,3e+06,3e+06,3e+06,1
"Dolphins",1993,0,3500000,3500000,3500000,3500000,1
"Dolphins",1994,0,3200000,3200000,3200000,3200000,1
"Dolphins",1995,0,3900000,3900000,3900000,3900000,1
"Dolphins",1996,0,8610000,8610000,8610000,8610000,1
"Dolphins",1997,0,3690000,3690000,3690000,3690000,1
"Dolphins",1998,0,5e+06,5e+06,5e+06,5e+06,1
"Dolphins",1999,0,6500000,6500000,6500000,6500000,1
"Dolphins",2003,0.328644501278772,2443750,2443750,4050000,837500,2
"Dolphins",2004,0.522395096652522,1178333.33333333,305000,3e+06,230000,3
"Dolphins",2005,0.422272767037005,466571.428571429,305000,1650000,166000,7
"Dolphins",2006,0.088888888888889,375000,425000,425000,275000,3
"Dolphins",2007,0.533199695552525,2130416.75,930000,6301667,360000,4
"Dolphins",2008,0.600858055070725,2202491.71428571,926000,7467919,104118,14
"Dolphins",2009,0.623400663764826,1851951.1,771446,1.6e+07,310000,20
"Dolphins",2010,0.576485698644915,2234503.17241379,1178500,9725000,32059,29
"Dolphins",2011,0.586477696448005,2678109.62162162,1063333,12476000,5700,37
"Dolphins",2012,0.55237699290774,2300175.42857143,927478,11200000,275294,42
