"team","year","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded","w","l","t","pct_total","pf","pa","points_ratio","sb_wins_runups"
"Vikings",2002,0.472918459173167,4431062.5,4431062.5,8622125,240000,2,6,10,0,0.375,390,442,0.882352941176471,NA
"Vikings",2003,0.420849042741438,2728991,2766000,5083964,3e+05,4,9,7,0,0.563,416,353,1.17847025495751,NA
"Vikings",2004,0.47342482575764,2702701,2342500,5820804,305000,4,8,8,0,0.5,405,395,1.0253164556962,NA
"Vikings",2005,0.129943502824859,472000,380000,656000,380000,3,9,7,0,0.563,306,344,0.88953488372093,NA
"Vikings",2006,0.343151340996169,4176000,4176000,7042000,1310000,2,6,10,0,0.375,282,327,0.862385321100917,NA
"Vikings",2007,0.352009665726943,4966000,6470000,9e+06,769000,5,8,8,0,0.5,365,311,1.17363344051447,NA
"Vikings",2008,0.76239593018558,2562140.90909091,370000,16250069,83200,11,10,6,0,0.625,379,333,1.13813813813814,NA
"Vikings",2009,0.665177152583544,2308075.6,1e+06,1.2e+07,88400,15,12,4,0,0.75,470,312,1.50641025641026,NA
"Vikings",2010,0.624729922450797,2822655.47368421,860000,1.6e+07,18824,19,6,10,0,0.375,281,348,0.807471264367816,NA
"Vikings",2011,0.695406549046748,2605917.96969697,525000,20250000,22059,33,3,13,0,0.188,340,449,0.757238307349666,NA
"Vikings",2012,0.612818031294991,1926969.85714286,617500,13208620,0,49,10,6,0,0.625,379,348,1.08908045977011,NA
"Vikings",2013,0.644827524950763,1954094.82608696,642150,14280612,0,69,5,10,1,0.344,391,480,0.814583333333333,NA
"Vikings",2014,0.658133208015947,1650858.36842105,570000,1.3e+07,12600,76,7,9,0,0.438,325,343,0.947521865889213,NA
"Vikings",2015,0.619818269194894,1667115.2,661356,1.3e+07,0,80,11,5,0,0.688,365,302,1.20860927152318,NA
"Vikings",2016,0.626605927256382,1887902.51219512,651555,15278000,6900,82,8,8,0,0.5,327,307,1.06514657980456,NA
"Vikings",2017,0.691586048848528,2382499.71604938,690000,20026000,21600,81,13,3,0,0.813,382,252,1.51587301587302,NA
"Vikings",2018,0.698175197916539,2614153.20930233,630000,2.6e+07,38000,86,8,7,1,0.531,360,341,1.05571847507331,NA
"Vikings",2019,0.69514083530612,2879458.17567568,678974.5,2.8e+07,0,74,10,6,0,0.625,407,303,1.34323432343234,NA
"Vikings",2020,0.710577014980057,2662624.69135802,750000,4e+07,25200,81,7,9,0,0.438,430,475,0.905263157894737,NA
