"year","team","cash_paid","name","position","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
2020,"Dolphins",7500000,"Emmanuel Ogbah","edge-rusher",0.686741565576423,3017491.86046512,817500,2.6e+07,0,86
2009,"Chiefs",2860000,"Tyson Jackson","edge-rusher",0.653125953516921,3034162.2,870000,1.6e+07,335250,15
2010,"Chiefs",13575000,"Tyson Jackson","edge-rusher",0.579107302216734,4138485.26315789,1860000,13575000,395000,19
2011,"Chiefs",8840000,"Tyson Jackson","edge-rusher",0.579978000635734,3846215.58064516,1835000,18975000,91200,31
2012,"Chiefs",4500000,"Tyson Jackson","edge-rusher",0.612630282351834,2170329.45,540000,10838235,0,40
2013,"Chiefs",4700000,"Tyson Jackson","edge-rusher",0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
2014,"Falcons",9500000,"Tyson Jackson","edge-rusher",0.665302118853452,2052719.34615385,695618,21500000,6300,78
2015,"Falcons",2250000,"Tyson Jackson","edge-rusher",0.661942237902348,1707503.24,585000,2.2e+07,6600,75
2016,"Falcons",4750000,"Tyson Jackson","edge-rusher",0.659740732034701,1787920.92405063,675000,15750000,0,79
2008,"Titans",793300,"William Hayes","edge-rusher",0.531610529644639,3881191.46153846,3025010,13500000,40882,13
2009,"Titans",385000,"William Hayes","edge-rusher",0.484590095440255,2126621.86666667,1230000,7800000,385000,15
2010,"Titans",470000,"William Hayes","edge-rusher",0.436549635994818,1806876.75,1071625,4769500,379400,20
2011,"Titans",1e+06,"William Hayes","edge-rusher",0.573120266799409,2608941.06451613,830400,1.3e+07,420896,31
2012,"Rams",975000,"William Hayes","edge-rusher",0.640505078458937,1950965.41176471,540000,1.2e+07,34200,51
2013,"Rams",4550000,"William Hayes","edge-rusher",0.6654577439056,1922489.77941176,580750,1.4e+07,18000,68
2014,"Rams",2720000,"William Hayes","edge-rusher",0.68426502336462,1910058.41025641,577775.5,14219344,12600,78
2015,"Rams",3230000,"William Hayes","edge-rusher",0.662983444170466,1628500.86746988,585000,15788756,13200,83
2016,"Rams",7e+06,"William Hayes","edge-rusher",0.704348514775152,1712812.57647059,575575,18968308,0,85
2017,"Dolphins",4750000,"William Hayes","edge-rusher",0.668264938179009,2034789.7804878,678474,1.8e+07,14400,82
2018,"Dolphins",4050000,"William Hayes","edge-rusher",0.659443310138473,2211129.90123457,705000,17500000,30000,81
2008,"Titans",1800000,"Jason Jones","edge-rusher",0.531610529644639,3881191.46153846,3025010,13500000,40882,13
2009,"Titans",385000,"Jason Jones","edge-rusher",0.484590095440255,2126621.86666667,1230000,7800000,385000,15
2010,"Titans",470000,"Jason Jones","edge-rusher",0.436549635994818,1806876.75,1071625,4769500,379400,20
2011,"Titans",6e+05,"Jason Jones","edge-rusher",0.573120266799409,2608941.06451613,830400,1.3e+07,420896,31
2012,"Seahawks",4500000,"Jason Jones","edge-rusher",0.609843392717529,2270592.45283019,540000,1e+07,5700,53
2013,"Lions",3500000,"Jason Jones","edge-rusher",0.707585147293504,2517206.13235294,872500,31500000,0,68
2014,"Lions",2850000,"Jason Jones","edge-rusher",0.605873316704626,1393832.44155844,645423,12675000,18900,77
2015,"Lions",3150000,"Jason Jones","edge-rusher",0.626531551652683,1474020.64556962,619356,1.3e+07,19800,79
2016,"Dolphins",1365257,"Jason Jones","edge-rusher",0.689398306649959,1943114.43209877,6e+05,23500000,0,81
2010,"Lions",367800,"Willie Young","edge-rusher",0.61496256710825,4803109,2899125,26900000,139412,18
2011,"Lions",450000,"Willie Young","edge-rusher",0.634301388805037,3154247.22222222,1372584,25909706,26471,27
2012,"Lions",540000,"Willie Young","edge-rusher",0.654749880369421,2674640.125,881806,21750000,0,40
2013,"Lions",1500000,"Willie Young","edge-rusher",0.707585147293504,2517206.13235294,872500,31500000,0,68
2014,"Bears",4e+06,"Willie Young","edge-rusher",0.709690050440109,1652692.7,554717.5,22500000,12600,80
2015,"Bears",2500000,"Willie Young","edge-rusher",0.687723035988011,1416680.86363636,510000,15500000,13200,88
2016,"Bears",5850000,"Willie Young","edge-rusher",0.690771313100399,1736159.49450549,6e+05,1.6e+07,6900,91
2017,"Bears",3200000,"Willie Young","edge-rusher",0.683145301322382,1973244.58888889,665774,19719500,7200,90
2014,"Giants",564560,"Devon Kennard","edge-rusher",0.642861144278378,1407404.23655914,612800,15650000,6300,93
2015,"Giants",510000,"Devon Kennard","edge-rusher",0.71981571291886,1794158.90217391,527500,3.7e+07,6600,92
2016,"Giants",6e+05,"Devon Kennard","edge-rusher",0.703857060303257,2094465.46341463,688774,2.9e+07,6900,82
2017,"Giants",1797000,"Devon Kennard","edge-rusher",0.711157059354585,1772409.44554455,540000,22500000,7200,101
2018,"Lions",8076563,"Devon Kennard","edge-rusher",0.683465286550028,2064429.80232558,648500,17143000,7600,86
2019,"Lions",4225000,"Devon Kennard","edge-rusher",0.723196214068537,2251440.68539326,645000,28875000,8000,89
2020,"Cardinals",6250000,"Devon Kennard","edge-rusher",0.69725131407602,2672410.21176471,750000,2.9e+07,16800,85
2013,"Browns",10673728,"Barkevious Mingo","edge-rusher",0.676796048394682,1676878.46376812,555000,1.3e+07,32647,69
2014,"Browns",1148046,"Barkevious Mingo","edge-rusher",0.713791249351257,1783461.13580247,570000,20878193,0,81
2015,"Browns",1891091,"Barkevious Mingo","edge-rusher",0.642443920380867,1776761.03370787,585000,10400000,0,89
2016,"Patriots",675000,"Barkevious Mingo","edge-rusher",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"Colts",2e+06,"Barkevious Mingo","edge-rusher",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2018,"Seahawks",4e+06,"Barkevious Mingo","edge-rusher",0.67928276647859,2065097.40909091,630000,15500000,0,88
2019,"Texans",3700000,"Barkevious Mingo","edge-rusher",0.622645678150333,2342500.83908046,871522,13750000,0,87
2020,"Bears",1187500,"Barkevious Mingo","edge-rusher",0.682171704250278,2247850.96703297,750000,18500000,8400,91
2010,"Jaguars",3410000,"Tyson Alualu","edge-rusher",0.613884693462182,2266853.25,547500,13997500,320000,20
2011,"Jaguars",12382500,"Tyson Alualu","edge-rusher",0.622720547495109,2802304.78571429,765554,12382500,242647,28
2012,"Jaguars",1512500,"Tyson Alualu","edge-rusher",0.58896474017617,1955628.64583333,577750,9025000,22941,48
2013,"Jaguars",2072500,"Tyson Alualu","edge-rusher",0.663272470439679,1327376.49350649,533820,14204344,12000,77
2014,"Jaguars",2721500,"Tyson Alualu","edge-rusher",0.648581812973612,1446668.325,523526,13761672,0,80
2015,"Jaguars",3e+06,"Tyson Alualu","edge-rusher",0.671732528653445,1683416.53488372,580969,15778812,0,86
2016,"Jaguars",3e+06,"Tyson Alualu","edge-rusher",0.674348645527546,2021610.63218391,6e+05,1.8e+07,6900,87
2017,"Steelers",3e+06,"Tyson Alualu","edge-rusher",0.660652175195525,2252210.09459459,625385.5,19910000,0,74
2018,"Steelers",3e+06,"Tyson Alualu","edge-rusher",0.662199926516363,2181273.65853659,673358.5,1.7e+07,0,82
2019,"Steelers",3e+06,"Tyson Alualu","edge-rusher",0.725590404037368,2614121.96296296,658267,4.5e+07,8000,81
2020,"Steelers",2750000,"Tyson Alualu","edge-rusher",0.690620506803624,2154448.51724138,750000,21750000,0,87
2017,"Rams",1072012,"Samson Ebukam","edge-rusher",0.690790563606576,2107970.53947368,639602,16742400,7200,76
2018,"Rams",555000,"Samson Ebukam","edge-rusher",0.736093581528408,2899419.14285714,630000,40892000,0,77
2019,"Rams",645000,"Samson Ebukam","edge-rusher",0.714148416541853,2370825.72727273,645000,27459000,24000,77
2020,"Rams",2133000,"Samson Ebukam","edge-rusher",0.724332517273533,2513283.4375,686204,31042682,25200,80
2017,"Cardinals",8407308,"Haason Reddick","edge-rusher",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2018,"Cardinals",1077644,"Haason Reddick","edge-rusher",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Cardinals",1690288,"Haason Reddick","edge-rusher",0.704999284600278,2121576.85185185,645000,24084924,0,81
2020,"Cardinals",2302932,"Haason Reddick","edge-rusher",0.69725131407602,2672410.21176471,750000,2.9e+07,16800,85
2008,"Dolphins",104118,"Erik Walden","edge-rusher",0.600858055070725,2202491.71428571,926000,7467919,104118,14
2009,"Dolphins",385000,"Erik Walden","edge-rusher",0.623400663764826,1851951.1,771446,1.6e+07,310000,20
2010,"Packers",276471,"Erik Walden","edge-rusher",0.615420070069498,2868344.02941176,1138500,13043000,23235,34
2011,"Packers",6e+05,"Erik Walden","edge-rusher",0.617828214360861,2383018.89361702,6e+05,10962500,0,47
2012,"Packers",683824,"Erik Walden","edge-rusher",0.613132977933414,1754867.79365079,540000,10937500,0,63
2013,"Colts",3823529,"Erik Walden","edge-rusher",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Colts",4e+06,"Erik Walden","edge-rusher",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2015,"Colts",4e+06,"Erik Walden","edge-rusher",0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
2016,"Colts",4e+06,"Erik Walden","edge-rusher",0.714328406040512,2048072.73563218,6e+05,4.4e+07,13800,87
2017,"Titans",3250000,"Erik Walden","edge-rusher",0.610583762713411,2374720.61842105,1085644,17073908,0,76
2013,"Cardinals",783074,"Alex Okafor","edge-rusher",0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
2014,"Cardinals",495000,"Alex Okafor","edge-rusher",0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
2015,"Cardinals",585000,"Alex Okafor","edge-rusher",0.655665362229152,1704587.68604651,588750,11719114,0,86
2016,"Cardinals",1671000,"Alex Okafor","edge-rusher",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Saints",2e+06,"Alex Okafor","edge-rusher",0.679080373030915,1634539.22826087,540000,1.3e+07,0,92
2018,"Saints",3650000,"Alex Okafor","edge-rusher",0.680430529323738,2107777.27848101,630000,2.7e+07,0,79
2019,"Chiefs",7193750,"Alex Okafor","edge-rusher",0.645064176238918,2254728.23170732,843919,2e+07,0,82
2020,"Chiefs",2960000,"Alex Okafor","edge-rusher",0.703003584278187,2200582.76744186,750000,24500000,0,86
2016,"Vikings",158824,"Stephen Weatherly","edge-rusher",0.626605927256382,1887902.51219512,651555,15278000,6900,82
2017,"Vikings",540000,"Stephen Weatherly","edge-rusher",0.691586048848528,2382499.71604938,690000,20026000,21600,81
2018,"Vikings",630000,"Stephen Weatherly","edge-rusher",0.698175197916539,2614153.20930233,630000,2.6e+07,38000,86
2019,"Vikings",720000,"Stephen Weatherly","edge-rusher",0.69514083530612,2879458.17567568,678974.5,2.8e+07,0,74
2020,"Panthers",6550000,"Stephen Weatherly","edge-rusher",0.703680754037416,2309956.88372093,750000,2.4e+07,7500,86
2011,"Texans",2294468,"Brooks Reed","edge-rusher",0.613029901007535,2944943.07317073,8e+05,1.8e+07,123529,41
2012,"Texans",588716,"Brooks Reed","edge-rusher",0.684094369821074,2728894.24528302,715000,22450000,57000,53
2013,"Texans",802432,"Brooks Reed","edge-rusher",0.63895182443094,1455020.02666667,555000,10500000,0,75
2014,"Texans",1016148,"Brooks Reed","edge-rusher",0.688506180194238,1503464.04651163,570000,14938544,12600,86
2015,"Falcons",6900000,"Brooks Reed","edge-rusher",0.661942237902348,1707503.24,585000,2.2e+07,6600,75
2016,"Falcons",2500000,"Brooks Reed","edge-rusher",0.659740732034701,1787920.92405063,675000,15750000,0,79
2017,"Falcons",4100000,"Brooks Reed","edge-rusher",0.664808049598708,2392347.16216216,690000,16526000,0,74
2018,"Falcons",3e+06,"Brooks Reed","edge-rusher",0.710507494795479,2807568.12820513,904700,52500000,15200,78
2019,"Cardinals",1515625,"Brooks Reed","edge-rusher",0.704999284600278,2121576.85185185,645000,24084924,0,81
2020,"Titans",196188,"Brooks Reed","edge-rusher",0.726071405422555,2464055.20224719,714706,37500000,0,89
2015,"Cardinals",944916,"Rodney Gunter","edge-rusher",0.655665362229152,1704587.68604651,588750,11719114,0,86
2016,"Cardinals",525000,"Rodney Gunter","edge-rusher",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Cardinals",615000,"Rodney Gunter","edge-rusher",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2018,"Cardinals",705000,"Rodney Gunter","edge-rusher",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Cardinals",1721875,"Rodney Gunter","edge-rusher",0.704999284600278,2121576.85185185,645000,24084924,0,81
2019,"Jaguars",15055100,"Josh Allen","edge-rusher",0.731248581241681,2200142.04494382,570000,30125000,16000,89
2020,"Jaguars",1528756,"Josh Allen","edge-rusher",0.671472106323755,1568113.82978723,675000,1.5e+07,16800,94
2017,"Ravens",2659980,"Tyus Bowser","edge-rusher",0.637052470828721,1600639.55913978,630750,1.6e+07,0,93
2018,"Ravens",718346,"Tyus Bowser","edge-rusher",0.639462502839782,1889164.14457831,630000,1.2e+07,22800,83
2019,"Ravens",971872,"Tyus Bowser","edge-rusher",0.684183820339936,2215383.74117647,645000,2.2e+07,0,85
2020,"Ravens",1225308,"Tyus Bowser","edge-rusher",0.713970736765477,2372442.14444444,750000,30866000,0,90
2017,"Patriots",1045560,"Deatrich Wise","edge-rusher",0.648397415409914,1949163.11111111,826812,22906250,0,90
2018,"Patriots",555000,"Deatrich Wise","edge-rusher",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Patriots",645000,"Deatrich Wise","edge-rusher",0.603840119552622,2317474.27710843,992180,2.3e+07,24000,83
2020,"Patriots",2133000,"Deatrich Wise","edge-rusher",0.634738921000745,1571363.27,707028.5,14781000,0,100
2010,"Packers",1480000,"Mike Neal","edge-rusher",0.615420070069498,2868344.02941176,1138500,13043000,23235,34
2011,"Packers",450000,"Mike Neal","edge-rusher",0.617828214360861,2383018.89361702,6e+05,10962500,0,47
2012,"Packers",412941,"Mike Neal","edge-rusher",0.613132977933414,1754867.79365079,540000,10937500,0,63
2013,"Packers",1121500,"Mike Neal","edge-rusher",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Packers",5e+06,"Mike Neal","edge-rusher",0.668299359398418,1707800.9625,570000,14937500,12600,80
2015,"Packers",3e+06,"Mike Neal","edge-rusher",0.644244164706929,1980100.68,598791,15100000,26400,75
2006,"Saints",341044,"Rob Ninkovich","edge-rusher",0.658745890778795,2140247.4,560650,1e+07,105600,10
2007,"Dolphins",360000,"Rob Ninkovich","edge-rusher",0.533199695552525,2130416.75,930000,6301667,360000,4
2008,"Saints",104706,"Rob Ninkovich","edge-rusher",0.619749064429754,2562341,482500,12700000,104706,16
2009,"Patriots",885000,"Rob Ninkovich","edge-rusher",0.579093051133559,2012649.85,860000,9600000,208562,20
2010,"Patriots",875000,"Rob Ninkovich","edge-rusher",0.671993206792361,3585757.22727273,1269853,26500000,245894,22
2011,"Patriots",3060000,"Rob Ninkovich","edge-rusher",0.650414018805733,2262350.26666667,931000,21500000,22059,30
2012,"Patriots",1600000,"Rob Ninkovich","edge-rusher",0.608529893302359,2385017.74358974,929800,13350000,22941,39
2013,"Patriots",6500000,"Rob Ninkovich","edge-rusher",0.666951571774815,1822439.88405797,642984,3.1e+07,0,69
2014,"Patriots",1600000,"Rob Ninkovich","edge-rusher",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Patriots",5e+06,"Rob Ninkovich","edge-rusher",0.67650088470837,1673015.93181818,639375,17937500,6600,88
2016,"Patriots",2764706,"Rob Ninkovich","edge-rusher",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2012,"Dolphins",4e+05,"Derrick Shelby","edge-rusher",0.55237699290774,2300175.42857143,927478,11200000,275294,42
2013,"Dolphins",480000,"Derrick Shelby","edge-rusher",0.618612923162374,2333675.93939394,782500,13746672,65294,66
2014,"Dolphins",536471,"Derrick Shelby","edge-rusher",0.640950319893614,1659745.6547619,576400,15050000,6300,84
2015,"Dolphins",2356000,"Derrick Shelby","edge-rusher",0.742977932457942,1846693.48101266,534840,26500000,0,79
2016,"Falcons",6e+06,"Derrick Shelby","edge-rusher",0.659740732034701,1787920.92405063,675000,15750000,0,79
2017,"Falcons",3e+06,"Derrick Shelby","edge-rusher",0.664808049598708,2392347.16216216,690000,16526000,0,74
2018,"Falcons",2e+06,"Derrick Shelby","edge-rusher",0.710507494795479,2807568.12820513,904700,52500000,15200,78
2011,"Buccaneers",4846032,"Adrian Clayborn","edge-rusher",0.642417591004115,2080847.93103448,525000,11148750,0,29
2012,"Buccaneers",748189,"Adrian Clayborn","edge-rusher",0.720055889806387,2673412.08695652,540000,25160000,54706,46
2013,"Buccaneers",1121378,"Adrian Clayborn","edge-rusher",0.629842295287338,1353488.96153846,630000,1.6e+07,12000,78
2014,"Buccaneers",1494567,"Adrian Clayborn","edge-rusher",0.712504287491898,1639543.27848101,532000,20300000,12600,79
2015,"Falcons",3e+06,"Adrian Clayborn","edge-rusher",0.661942237902348,1707503.24,585000,2.2e+07,6600,75
2016,"Falcons",4250000,"Adrian Clayborn","edge-rusher",0.659740732034701,1787920.92405063,675000,15750000,0,79
2017,"Falcons",5e+06,"Adrian Clayborn","edge-rusher",0.664808049598708,2392347.16216216,690000,16526000,0,74
2018,"Patriots",5937500,"Adrian Clayborn","edge-rusher",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Falcons",2e+06,"Adrian Clayborn","edge-rusher",0.718741038185719,2896300.03614458,805000,26500000,8000,83
2020,"Browns",2750000,"Adrian Clayborn","edge-rusher",0.716837939832287,2321260.35483871,675000,21862125,0,93
2014,"Cardinals",987560,"Kareem Martin","edge-rusher",0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
2015,"Cardinals",528000,"Kareem Martin","edge-rusher",0.655665362229152,1704587.68604651,588750,11719114,0,86
2016,"Cardinals",618000,"Kareem Martin","edge-rusher",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Cardinals",710000,"Kareem Martin","edge-rusher",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2018,"Giants",6275000,"Kareem Martin","edge-rusher",0.732968679144188,2060503.11494253,555000,2.2e+07,7600,87
2019,"Giants",4350000,"Kareem Martin","edge-rusher",0.702888623882584,2189799.75949367,645000,17179768,8000,79
2020,"Lions",275058,"Kareem Martin","edge-rusher",0.700190917854085,2427134.65517241,750000,22554380,12000,87
2013,"Ravens",790652,"John Simon","edge-rusher",0.638992282848626,2083998.65151515,694348,3e+07,0,66
2014,"Texans",349412,"John Simon","edge-rusher",0.688506180194238,1503464.04651163,570000,14938544,12600,86
2015,"Texans",585000,"John Simon","edge-rusher",0.691273614975975,1942222.55294118,585000,19969000,6600,85
2016,"Texans",1671000,"John Simon","edge-rusher",0.667380220831577,1931596.81521739,604615,2.1e+07,20700,92
2017,"Colts",6281250,"John Simon","edge-rusher",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2018,"Patriots",771324,"John Simon","edge-rusher",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Patriots",2450000,"John Simon","edge-rusher",0.603840119552622,2317474.27710843,992180,2.3e+07,24000,83
2020,"Patriots",2e+06,"John Simon","edge-rusher",0.634738921000745,1571363.27,707028.5,14781000,0,100
2011,"Chiefs",930944,"Allen Bailey","edge-rusher",0.579978000635734,3846215.58064516,1835000,18975000,91200,31
2012,"Chiefs",490000,"Allen Bailey","edge-rusher",0.612630282351834,2170329.45,540000,10838235,0,40
2013,"Chiefs",580000,"Allen Bailey","edge-rusher",0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
2014,"Chiefs",10670000,"Allen Bailey","edge-rusher",0.673891934036288,1726727.94117647,570000,1.9e+07,6300,85
2015,"Chiefs",1212500,"Allen Bailey","edge-rusher",0.678106097826058,1822696.29268293,569038,21500000,0,82
2016,"Chiefs",3250000,"Allen Bailey","edge-rusher",0.688902595899519,2003410.64285714,6e+05,1.5e+07,0,84
2017,"Chiefs",4468750,"Allen Bailey","edge-rusher",0.697390716125705,1934379.80434783,690000,20900000,0,92
2018,"Chiefs",6e+06,"Allen Bailey","edge-rusher",0.666330373088218,2224659.55813953,646691,21800000,0,86
2019,"Falcons",5984375,"Allen Bailey","edge-rusher",0.718741038185719,2896300.03614458,805000,26500000,8000,83
2020,"Falcons",4500000,"Allen Bailey","edge-rusher",0.686531394761307,2549129.08974359,872941.5,22200000,8400,78
2017,"Jaguars",1429160,"Dawuane Smoot","edge-rusher",0.706602207205817,1935208.84042553,615000,18351096,0,94
2018,"Jaguars",640250,"Dawuane Smoot","edge-rusher",0.731448001298558,2319927.48351648,630000,2e+07,0,91
2019,"Jaguars",812500,"Dawuane Smoot","edge-rusher",0.731248581241681,2200142.04494382,570000,30125000,16000,89
2020,"Jaguars",964353,"Dawuane Smoot","edge-rusher",0.671472106323755,1568113.82978723,675000,1.5e+07,16800,94
2008,"Falcons",469750,"Kroy Biermann","edge-rusher",0.571853514926682,1646673.75,848990,6600000,0,16
2009,"Falcons",385000,"Kroy Biermann","edge-rusher",0.659408343364902,2935511.76190476,490600,17900000,219118,21
2010,"Falcons",470000,"Kroy Biermann","edge-rusher",0.579515702672296,2662009.32,903500,1.2e+07,395000,25
2011,"Falcons",1200000,"Kroy Biermann","edge-rusher",0.598871332659267,3492909.09090909,1012500,1.3e+07,96900,33
2012,"Falcons",4200000,"Kroy Biermann","edge-rusher",0.561216614386937,2212466.30434783,670625,11500000,276000,46
2013,"Falcons",2400000,"Kroy Biermann","edge-rusher",0.66625442202036,2095763.703125,608370,3e+07,23824,64
2014,"Falcons",3050000,"Kroy Biermann","edge-rusher",0.665302118853452,2052719.34615385,695618,21500000,6300,78
2015,"Falcons",1925000,"Kroy Biermann","edge-rusher",0.661942237902348,1707503.24,585000,2.2e+07,6600,75
2013,"Bengals",1454892,"Margus Hunt","edge-rusher",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2014,"Bengals",571868,"Margus Hunt","edge-rusher",0.615375697736566,1625021.07594937,643788,18086027,18900,79
2015,"Bengals",738736,"Margus Hunt","edge-rusher",0.632658413380998,2087732.21917808,882576,26750000,0,73
2016,"Bengals",905604,"Margus Hunt","edge-rusher",0.618991025976456,2054715.16,675000,10700000,26471,75
2017,"Colts",2600000,"Margus Hunt","edge-rusher",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2018,"Colts",2468750,"Margus Hunt","edge-rusher",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Colts",5e+06,"Margus Hunt","edge-rusher",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Bengals",679412,"Margus Hunt","edge-rusher",0.695544295078113,2615991.50588235,750000,24490100,8400,85
2017,"Falcons",6035392,"Takkarist McKinley","edge-rusher",0.664808049598708,2392347.16216216,690000,16526000,0,74
2018,"Falcons",929400,"Takkarist McKinley","edge-rusher",0.710507494795479,2807568.12820513,904700,52500000,15200,78
2019,"Falcons",1393800,"Takkarist McKinley","edge-rusher",0.718741038185719,2896300.03614458,805000,26500000,8000,83
2020,"Raiders",655835,"Takkarist McKinley","edge-rusher",0.679329508646111,2926246.51162791,926152,21500000,25200,86
2016,"Packers",1144048,"Kyler Fackrell","edge-rusher",0.681950508379622,1821540.58441558,6e+05,16700000,0,77
2017,"Packers",575500,"Kyler Fackrell","edge-rusher",0.718306347050124,2056387.56470588,540000,20650000,7200,85
2018,"Packers",663500,"Kyler Fackrell","edge-rusher",0.787502805476343,2209146.39130435,555000,66900000,7600,92
2019,"Packers",2025000,"Kyler Fackrell","edge-rusher",0.707105902062258,3011006.35443038,661056,29260000,40000,79
2020,"Giants",4600000,"Kyler Fackrell","edge-rusher",0.686391382476286,2392617.51764706,750000,21694064,0,85
2014,"49ers",618000,"Aaron Lynch","edge-rusher",0.610321436923257,1634587.37078652,629895,13073766,6300,89
2015,"49ers",510000,"Aaron Lynch","edge-rusher",0.64006279379408,1404957.07142857,570838,11925000,6600,84
2016,"49ers",458824,"Aaron Lynch","edge-rusher",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2017,"49ers",1797000,"Aaron Lynch","edge-rusher",0.703326080724285,1685760.88888889,588235,19080912,14400,99
2018,"Bears",4e+06,"Aaron Lynch","edge-rusher",0.687367505173912,2801152.7012987,733660,4.1e+07,38000,77
2019,"Bears",1500000,"Aaron Lynch","edge-rusher",0.663573246273035,2001553.2962963,645000,15500000,16000,81
2020,"Jaguars",607574,"Aaron Lynch","edge-rusher",0.671472106323755,1568113.82978723,675000,1.5e+07,16800,94
2014,"Jaguars",247059,"Chris Smith","edge-rusher",0.648581812973612,1446668.325,523526,13761672,0,80
2015,"Jaguars",510000,"Chris Smith","edge-rusher",0.671732528653445,1683416.53488372,580969,15778812,0,86
2016,"Jaguars",6e+05,"Chris Smith","edge-rusher",0.674348645527546,2021610.63218391,6e+05,1.8e+07,6900,87
2017,"Bengals",690000,"Chris Smith","edge-rusher",0.673927181055319,1984732.80246914,638000,14968750,7200,81
2018,"Browns",5e+06,"Chris Smith","edge-rusher",0.718904707681929,2582567.81176471,630000,22329440,15200,85
2020,"Raiders",214118,"Chris Smith","edge-rusher",0.679329508646111,2926246.51162791,926152,21500000,25200,86
2013,"Packers",4397072,"Datone Jones","edge-rusher",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Packers",755755,"Datone Jones","edge-rusher",0.668299359398418,1707800.9625,570000,14937500,12600,80
2015,"Packers",1041420,"Datone Jones","edge-rusher",0.644244164706929,1980100.68,598791,15100000,26400,75
2016,"Packers",1457264,"Datone Jones","edge-rusher",0.681950508379622,1821540.58441558,6e+05,16700000,0,77
2017,"Cowboys",227941,"Datone Jones","edge-rusher",0.668472760629509,1755070.22891566,624620,14221000,0,83
2018,"Cowboys",790000,"Datone Jones","edge-rusher",0.655786387264321,1929361.62962963,705000,2.2e+07,22800,81
2014,"Seahawks",814546,"Cassius Marsh","edge-rusher",0.694149104863801,1588420.97701149,570000,14225000,0,87
2015,"Seahawks",510000,"Cassius Marsh","edge-rusher",0.730502515908626,1830908.51807229,577133,31700000,6600,83
2016,"Seahawks",6e+05,"Cassius Marsh","edge-rusher",0.715175108667845,1692534.18947368,525000,12687500,0,95
2017,"49ers",243529,"Cassius Marsh","edge-rusher",0.703326080724285,1685760.88888889,588235,19080912,14400,99
2018,"49ers",4400000,"Cassius Marsh","edge-rusher",0.721387152918069,2464937.69047619,681500,41950000,15200,84
2019,"Cardinals",1e+06,"Cassius Marsh","edge-rusher",0.704999284600278,2121576.85185185,645000,24084924,0,81
2020,"Steelers",214118,"Cassius Marsh","edge-rusher",0.690620506803624,2154448.51724138,750000,21750000,0,87
2010,"Rams",423865,"Eugene Sims","edge-rusher",0.64219074995289,2983366.5625,823750,20570000,332500,16
2011,"Rams",450000,"Eugene Sims","edge-rusher",0.698773082663831,3599009.80952381,650000,26845000,91200,21
2012,"Rams",540000,"Eugene Sims","edge-rusher",0.640505078458937,1950965.41176471,540000,1.2e+07,34200,51
2013,"Rams",1001209,"Eugene Sims","edge-rusher",0.6654577439056,1922489.77941176,580750,1.4e+07,18000,68
2014,"Rams",1100000,"Eugene Sims","edge-rusher",0.68426502336462,1910058.41025641,577775.5,14219344,12600,78
2015,"Rams",2300000,"Eugene Sims","edge-rusher",0.662983444170466,1628500.86746988,585000,15788756,13200,83
2016,"Rams",3e+06,"Eugene Sims","edge-rusher",0.704348514775152,1712812.57647059,575575,18968308,0,85
2015,"Steelers",358235,"Anthony Chickillo","edge-rusher",0.669460262516779,1854513.13793103,745000,35250000,30000,87
2016,"Steelers",525000,"Anthony Chickillo","edge-rusher",0.690224691786732,1769544.94117647,6e+05,18070000,0,85
