"year","team","cash_paid","name","position","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
2008,"Falcons",0,"Michael Vick","quarterback",0.571853514926682,1646673.75,848990,6600000,0,16
2009,"Eagles",3125000,"Michael Vick","quarterback",0.59354322958114,3128998.09090909,1369500,12437500,310000,22
2010,"Eagles",5650000,"Michael Vick","quarterback",0.611634967115951,3438166.5,1450000,14250000,320000,24
2011,"Eagles",2e+07,"Michael Vick","quarterback",0.64207320373313,2530548.42857143,776804,2e+07,66176,42
2012,"Eagles",1.6e+07,"Michael Vick","quarterback",0.628818534159879,2925440.11764706,825000,1.6e+07,34200,51
2013,"Eagles",7500000,"Michael Vick","quarterback",0.605973799428385,2177056.56521739,725000,13223620,12000,69
2014,"Jets",4e+06,"Michael Vick","quarterback",0.593824619188226,1387784.76,645000,1e+07,12600,75
2015,"Steelers",970000,"Michael Vick","quarterback",0.669460262516779,1854513.13793103,745000,35250000,30000,87
2012,"Colts",14908544,"Andrew Luck","quarterback",0.681908353722823,1836043.57407407,540000,1.7e+07,11400,54
2013,"Colts",1394909,"Andrew Luck","quarterback",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Colts",2399818,"Andrew Luck","quarterback",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2015,"Colts",3404727,"Andrew Luck","quarterback",0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
2016,"Colts",4.4e+07,"Andrew Luck","quarterback",0.714328406040512,2048072.73563218,6e+05,4.4e+07,13800,87
2017,"Colts",1.3e+07,"Andrew Luck","quarterback",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2018,"Colts",1.8e+07,"Andrew Luck","quarterback",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
1983,"Dolphins",150000,"Dan Marino","quarterback",0,150000,150000,150000,150000,1
1984,"Dolphins",250000,"Dan Marino","quarterback",0,250000,250000,250000,250000,1
1985,"Dolphins",350000,"Dan Marino","quarterback",0,350000,350000,350000,350000,1
1986,"Dolphins",3350000,"Dan Marino","quarterback",0,3350000,3350000,3350000,3350000,1
1987,"Dolphins",5e+05,"Dan Marino","quarterback",0,5e+05,5e+05,5e+05,5e+05,1
1988,"Dolphins",1450000,"Dan Marino","quarterback",0,1450000,1450000,1450000,1450000,1
1989,"Dolphins",1450000,"Dan Marino","quarterback",0,1450000,1450000,1450000,1450000,1
1990,"Dolphins",1500000,"Dan Marino","quarterback",0,1500000,1500000,1500000,1500000,1
1991,"Dolphins",4600000,"Dan Marino","quarterback",0,4600000,4600000,4600000,4600000,1
1992,"Dolphins",3e+06,"Dan Marino","quarterback",0,3e+06,3e+06,3e+06,3e+06,1
1993,"Dolphins",3500000,"Dan Marino","quarterback",0,3500000,3500000,3500000,3500000,1
1994,"Dolphins",3200000,"Dan Marino","quarterback",0,3200000,3200000,3200000,3200000,1
1995,"Dolphins",3900000,"Dan Marino","quarterback",0,3900000,3900000,3900000,3900000,1
1996,"Dolphins",8610000,"Dan Marino","quarterback",0,8610000,8610000,8610000,8610000,1
1997,"Dolphins",3690000,"Dan Marino","quarterback",0,3690000,3690000,3690000,3690000,1
1998,"Dolphins",5e+06,"Dan Marino","quarterback",0,5e+06,5e+06,5e+06,5e+06,1
1999,"Dolphins",6500000,"Dan Marino","quarterback",0,6500000,6500000,6500000,6500000,1
2014,"Patriots",1273744,"Jimmy Garoppolo","quarterback",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Patriots",578359,"Jimmy Garoppolo","quarterback",0.67650088470837,1673015.93181818,639375,17937500,6600,88
2016,"Patriots",736718,"Jimmy Garoppolo","quarterback",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"49ers",434158,"Jimmy Garoppolo","quarterback",0.703326080724285,1685760.88888889,588235,19080912,14400,99
2018,"49ers",41950000,"Jimmy Garoppolo","quarterback",0.721387152918069,2464937.69047619,681500,41950000,15200,84
2019,"49ers",18600000,"Jimmy Garoppolo","quarterback",0.701952581648614,2436659.94382022,663137,22916356,0,89
2020,"49ers",25200000,"Jimmy Garoppolo","quarterback",0.722758384910332,2260501.51851852,719765.5,25200000,8400,108
2014,"Raiders",2646764,"Derek Carr","quarterback",0.63078242201629,1469983.06976744,570000,12323272,6300,86
2015,"Raiders",664173,"Derek Carr","quarterback",0.640699873814228,1667718.46987952,660000,15177268,6600,83
2016,"Raiders",908346,"Derek Carr","quarterback",0.658697176818391,2100413.9375,675000,13500000,0,80
2017,"Raiders",25175000,"Derek Carr","quarterback",0.677102372949996,2223176.84146341,652500,25175000,0,82
2018,"Raiders",22500000,"Derek Carr","quarterback",0.702539774815682,1690907.27,572000,22500000,0,100
2019,"Raiders",2e+07,"Derek Carr","quarterback",0.713905925391037,2171838.10989011,666152,21322864,8000,91
2020,"Raiders",1.9e+07,"Derek Carr","quarterback",0.679329508646111,2926246.51162791,926152,21500000,25200,86
2012,"Dolphins",8043456,"Ryan Tannehill","quarterback",0.55237699290774,2300175.42857143,927478,11200000,275294,42
2013,"Dolphins",965841,"Ryan Tannehill","quarterback",0.618612923162374,2333675.93939394,782500,13746672,65294,66
2014,"Dolphins",1541682,"Ryan Tannehill","quarterback",0.640950319893614,1659745.6547619,576400,15050000,6300,84
2015,"Dolphins",12160000,"Ryan Tannehill","quarterback",0.742977932457942,1846693.48101266,534840,26500000,0,79
2016,"Dolphins",9340000,"Ryan Tannehill","quarterback",0.689398306649959,1943114.43209877,6e+05,23500000,0,81
2017,"Dolphins",1.8e+07,"Ryan Tannehill","quarterback",0.668264938179009,2034789.7804878,678474,1.8e+07,14400,82
2018,"Dolphins",17500000,"Ryan Tannehill","quarterback",0.659443310138473,2211129.90123457,705000,17500000,30000,81
2019,"Titans",4500000,"Ryan Tannehill","quarterback",0.676538734104881,2828317.98795181,786077,20922000,8000,83
2020,"Titans",37500000,"Ryan Tannehill","quarterback",0.726071405422555,2464055.20224719,714706,37500000,0,89
2016,"Patriots",1054898,"Jacoby Brissett","quarterback",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"Colts",580038,"Jacoby Brissett","quarterback",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2018,"Colts",760076,"Jacoby Brissett","quarterback",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Colts",14900000,"Jacoby Brissett","quarterback",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Colts",14500000,"Jacoby Brissett","quarterback",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2004,"Giants",4744000,"Eli Manning","quarterback",0.335292060160896,3430800,3e+06,6450000,305000,5
2005,"Giants",9305000,"Eli Manning","quarterback",0.519180246348558,3246271.42857143,1840000,9305000,79900,7
2006,"Giants",1641000,"Eli Manning","quarterback",0.601433790221235,2138562.5,879812.5,10150000,325000,10
2007,"Giants",15950000,"Eli Manning","quarterback",0.62298234747843,3184672.5,1002500,15950000,321725,10
2008,"Giants",9950000,"Eli Manning","quarterback",0.579296135427108,4489500,1350000,14890000,370000,10
2009,"Giants",20500000,"Eli Manning","quarterback",0.601658320586997,4337019.6,2100000,20500000,45294,15
2010,"Giants",19500000,"Eli Manning","quarterback",0.523888612616702,4106696.3125,2912500,19500000,0,16
2011,"Giants",9e+06,"Eli Manning","quarterback",0.559468076711937,2813154.18181818,950252,9614000,96900,33
2012,"Giants",11250000,"Eli Manning","quarterback",0.595491664862492,2335610.2173913,787826,11250000,22941,46
2013,"Giants",13500000,"Eli Manning","quarterback",0.615133195328852,1751658.89855072,715000,13550000,23824,69
2014,"Giants",15650000,"Eli Manning","quarterback",0.642861144278378,1407404.23655914,612800,15650000,6300,93
2015,"Giants",3.7e+07,"Eli Manning","quarterback",0.71981571291886,1794158.90217391,527500,3.7e+07,6600,92
2016,"Giants",1.8e+07,"Eli Manning","quarterback",0.703857060303257,2094465.46341463,688774,2.9e+07,6900,82
2017,"Giants",13500000,"Eli Manning","quarterback",0.711157059354585,1772409.44554455,540000,22500000,7200,101
2018,"Giants",1.6e+07,"Eli Manning","quarterback",0.732968679144188,2060503.11494253,555000,2.2e+07,7600,87
2019,"Giants",1.7e+07,"Eli Manning","quarterback",0.702888623882584,2189799.75949367,645000,17179768,8000,79
2003,"Cowboys",235000,"Tony Romo","quarterback",0.562571493937314,2914000,895000,7612000,235000,3
2004,"Cowboys",305000,"Tony Romo","quarterback",0.584405615130388,2471805.66666667,305000,6805417,305000,3
2005,"Cowboys",7e+05,"Tony Romo","quarterback",0.446081703898231,1543309.57142857,7e+05,4e+06,380000,7
2006,"Cowboys",3180000,"Tony Romo","quarterback",0.600227388565234,2040200.84615385,887500,7510000,102941,13
2007,"Cowboys",17500000,"Tony Romo","quarterback",0.720567390176474,2170515,435000,17500000,67058,15
2008,"Cowboys",12880000,"Tony Romo","quarterback",0.666110384269242,2264786.94444444,622500,12880000,88400,18
2009,"Cowboys",620000,"Tony Romo","quarterback",0.722593047424066,3021333.41666667,722500,26005001,385000,12
2010,"Cowboys",8500000,"Tony Romo","quarterback",0.643769133096797,3059489.94736842,1176000,17078000,107768,19
2011,"Cowboys",9e+06,"Tony Romo","quarterback",0.651020677683261,2779088.58064516,828600,14032000,0,31
2012,"Cowboys",9e+06,"Tony Romo","quarterback",0.62666100689631,2348520.4047619,886112,11200000,0,42
2013,"Cowboys",26500000,"Tony Romo","quarterback",0.677908109351081,2064243.12698413,645313,26500000,56471,63
2014,"Cowboys",13500000,"Tony Romo","quarterback",0.656701979001834,1345739.025,570000,13500000,0,80
2015,"Cowboys",1.7e+07,"Tony Romo","quarterback",0.706892862539995,1808069.11494253,625000,2.3e+07,6600,87
2016,"Cowboys",8500000,"Tony Romo","quarterback",0.621497816408949,1860209.75294118,750000,16800064,0,85
2004,"Chargers",8955000,"Philip Rivers","quarterback",0.632894013107979,4694019.66666667,1425000,1.6e+07,54118,6
2005,"Chargers",6930000,"Philip Rivers","quarterback",0.473572603289244,3623970.625,3302500,8078000,71765,8
2006,"Chargers",3240000,"Philip Rivers","quarterback",0.490046616510518,1757670.09090909,983000,4250000,79900,11
2007,"Chargers",10375000,"Philip Rivers","quarterback",0.56542690367694,2417192.30769231,683500,10375000,285000,13
2008,"Chargers",6100000,"Philip Rivers","quarterback",0.553832902670111,1658571.42857143,626250,6100000,215000,14
2009,"Chargers",25550000,"Philip Rivers","quarterback",0.630332562386404,3627843.75,1365000,25550000,385000,16
2010,"Chargers",12600000,"Philip Rivers","quarterback",0.560191511612713,3257469.94117647,1664000,12600000,280824,17
2011,"Chargers",8400000,"Philip Rivers","quarterback",0.616616230855155,3199717.03846154,1134180,1.4e+07,0,26
2012,"Chargers",10200000,"Philip Rivers","quarterback",0.58780178309017,2298733.42857143,840900,10400000,45882,35
2013,"Chargers",1.2e+07,"Philip Rivers","quarterback",0.566220215687661,1689267.27692308,730000,1.2e+07,47647,65
2014,"Chargers",13800000,"Philip Rivers","quarterback",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2015,"Chargers",37500000,"Philip Rivers","quarterback",0.735950432160008,1863272.3372093,585000,37500000,6600,86
2016,"Chargers",16500000,"Philip Rivers","quarterback",0.690726458148403,1877167.05376344,579680,17467216,20700,93
2017,"Chargers",1.4e+07,"Philip Rivers","quarterback",0.696746788359667,1807181.88505747,615000,22750000,7200,87
2018,"Chargers",1.5e+07,"Philip Rivers","quarterback",0.676709959258604,1874402.77906977,630000,1.5e+07,7600,86
2019,"Chargers",1.6e+07,"Philip Rivers","quarterback",0.674723420693439,1928206.82758621,645000,1.7e+07,24000,87
2020,"Colts",2.5e+07,"Philip Rivers","quarterback",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2011,"Panthers",14893544,"Cam Newton","quarterback",0.733326654183263,3988469.05,620256,3.4e+07,44118,40
2012,"Panthers",1376159,"Cam Newton","quarterback",0.619871873259358,1896787.64583333,602000,1.1e+07,0,48
2013,"Panthers",2377318,"Cam Newton","quarterback",0.556549617901785,1350014.79452055,630000,1e+07,96000,73
2014,"Panthers",3378477,"Cam Newton","quarterback",0.629609860918803,1369942.62962963,570000,13116000,12600,81
2015,"Panthers",3.1e+07,"Cam Newton","quarterback",0.696496474370857,2071266.91139241,745000,3.1e+07,0,79
2016,"Panthers",2.3e+07,"Cam Newton","quarterback",0.68592035396988,1628168.63529412,6e+05,2.3e+07,0,85
2017,"Panthers",13660000,"Cam Newton","quarterback",0.700994338065684,2174770.44444444,615000,2.6e+07,0,90
2018,"Panthers",1.5e+07,"Cam Newton","quarterback",0.654445480989583,2113041.94252874,823529,1.5e+07,15200,87
2019,"Panthers",16700000,"Cam Newton","quarterback",0.694725314794054,2249571.48837209,633920,23252000,8000,86
2020,"Patriots",3750000,"Cam Newton","quarterback",0.634738921000745,1571363.27,707028.5,14781000,0,100
1983,"Broncos",1600000,"John Elway","quarterback",0,1600000,1600000,1600000,1600000,1
1984,"Broncos",7e+05,"John Elway","quarterback",0,7e+05,7e+05,7e+05,7e+05,1
1985,"Broncos",8e+05,"John Elway","quarterback",0,8e+05,8e+05,8e+05,8e+05,1
1986,"Broncos",9e+05,"John Elway","quarterback",0,9e+05,9e+05,9e+05,9e+05,1
1987,"Broncos",4e+06,"John Elway","quarterback",0,4e+06,4e+06,4e+06,4e+06,1
1988,"Broncos",1400000,"John Elway","quarterback",0,1400000,1400000,1400000,1400000,1
1989,"Broncos",1425000,"John Elway","quarterback",0.09375,1200000,1200000,1425000,975000,2
1990,"Broncos",1450000,"John Elway","quarterback",0.458234310360004,631166.666666667,295000,1450000,148500,3
1991,"Broncos",1525000,"John Elway","quarterback",0.476430976430976,660000,345000,1525000,110000,3
1992,"Broncos",1900000,"John Elway","quarterback",0.31866464339909,1098333.33333333,1070000,1900000,325000,3
1993,"Broncos",10100000,"John Elway","quarterback",0.516307352128248,4020000,1200000,10100000,760000,3
1994,"Broncos",3e+06,"John Elway","quarterback",0.451981042829849,1347775,1167500,3e+06,56100,4
1995,"Broncos",3e+06,"John Elway","quarterback",0.546074043938161,1638666.66666667,905000,4740000,125000,6
1996,"Broncos",8020000,"John Elway","quarterback",0.553729786124152,2130000,1330000,8020000,2e+05,6
1997,"Broncos",2825000,"John Elway","quarterback",0.285788737949755,1491162.85714286,1600000,2825000,4e+05,7
1998,"Broncos",4800000,"John Elway","quarterback",0.473959463716876,3643750,2500000,11500000,616250,7
2011,"49ers",2601764,"Colin Kaepernick","quarterback",0.511497767962574,2587951.57142857,1404875,9387500,286765,42
2012,"49ers",607922,"Colin Kaepernick","quarterback",0.556925452642036,2512008.17307692,1136281,9250000,45882,52
2013,"49ers",840844,"Colin Kaepernick","quarterback",0.568469948883482,1930965.43661972,840844,8380000,0,71
2014,"49ers",13073766,"Colin Kaepernick","quarterback",0.610321436923257,1634587.37078652,629895,13073766,6300,89
2015,"49ers",11925000,"Colin Kaepernick","quarterback",0.64006279379408,1404957.07142857,570838,11925000,6600,84
2016,"49ers",14300000,"Colin Kaepernick","quarterback",0.668932705113976,1606868.57446809,627500,14300000,13800,94
1997,"Cardinals",941667,"Jake Plummer","quarterback",0,941667,941667,941667,941667,1
1998,"Cardinals",15302083,"Jake Plummer","quarterback",0,15302083,15302083,15302083,15302083,1
1999,"Cardinals",2024350,"Jake Plummer","quarterback",0,2024350,2024350,2024350,2024350,1
2000,"Cardinals",3030000,"Jake Plummer","quarterback",0,3030000,3030000,3030000,3030000,1
2001,"Cardinals",4037500,"Jake Plummer","quarterback",0,4037500,4037500,4037500,4037500,1
2002,"Cardinals",5737500,"Jake Plummer","quarterback",0.390155922736793,3222750,3222750,5737500,708000,2
2003,"Broncos",7534800,"Jake Plummer","quarterback",0.487397878376993,2925433.33333333,2127500,7534800,3e+05,6
2004,"Broncos",664150,"Jake Plummer","quarterback",0.408787096396212,3380979.85714286,3260000,7509150,27059,7
2005,"Broncos",7628475,"Jake Plummer","quarterback",0.46381296045141,3291308.2,3030000,7628475,79900,10
2006,"Broncos",6502800,"Jake Plummer","quarterback",0.566333167171028,2820369.23076923,1550000,12006100,275000,13
2000,"Patriots",231500,"Tom Brady","quarterback",0.542470984859359,2266036.75,1246323.5,6340000,231500,4
2001,"Patriots",328000,"Tom Brady","quarterback",0.508488995746255,4325600,3250000,11400000,328000,5
2002,"Patriots",3875000,"Tom Brady","quarterback",0.143792325056433,3544000,3875000,4800000,2225000,5
2003,"Patriots",9125000,"Tom Brady","quarterback",0.470257943352114,3623750,2237500,9125000,562500,6
2004,"Patriots",5500000,"Tom Brady","quarterback",0.44711855104281,2846875,2437500,7e+06,340000,8
2005,"Patriots",1.6e+07,"Tom Brady","quarterback",0.558385011949376,3549955.55555556,2509000,1.6e+07,284000,9
2006,"Patriots",1.6e+07,"Tom Brady","quarterback",0.672502045978722,3494660,728300,1.6e+07,350000,10
2007,"Patriots",6e+06,"Tom Brady","quarterback",0.597339986028899,3224746.15384615,6e+05,12700000,91700,13
2008,"Patriots",8e+06,"Tom Brady","quarterback",0.681510885436371,2332901.93333333,6e+05,1.4e+07,65294,15
2009,"Patriots",8e+06,"Tom Brady","quarterback",0.579093051133559,2012649.85,860000,9600000,208562,20
2010,"Patriots",26500000,"Tom Brady","quarterback",0.671993206792361,3585757.22727273,1269853,26500000,245894,22
2011,"Patriots",1e+07,"Tom Brady","quarterback",0.650414018805733,2262350.26666667,931000,21500000,22059,30
2012,"Patriots",1.2e+07,"Tom Brady","quarterback",0.608529893302359,2385017.74358974,929800,13350000,22941,39
2013,"Patriots",3.1e+07,"Tom Brady","quarterback",0.666951571774815,1822439.88405797,642984,3.1e+07,0,69
2014,"Patriots",2e+06,"Tom Brady","quarterback",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Patriots",8e+06,"Tom Brady","quarterback",0.67650088470837,1673015.93181818,639375,17937500,6600,88
2016,"Patriots",28764706,"Tom Brady","quarterback",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"Patriots",1e+06,"Tom Brady","quarterback",0.648397415409914,1949163.11111111,826812,22906250,0,90
2018,"Patriots",1.5e+07,"Tom Brady","quarterback",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Patriots",2.3e+07,"Tom Brady","quarterback",0.603840119552622,2317474.27710843,992180,2.3e+07,24000,83
2020,"Buccaneers",27875000,"Tom Brady","quarterback",0.724359674342113,2605014.61363636,750000,27875000,0,88
2006,"Broncos",1550000,"Jay Cutler","quarterback",0.566333167171028,2820369.23076923,1550000,12006100,275000,13
2007,"Broncos",11247500,"Jay Cutler","quarterback",0.590823889703297,3778303.75,1088785,11247500,360000,12
2008,"Broncos",1172500,"Jay Cutler","quarterback",0.554097577311735,1986718.66666667,976375,8003050,315000,12
2009,"Bears",17134999,"Jay Cutler","quarterback",0.600923093638078,3376889.4375,820616,17134999,385000,16
